matnr	maktx	ersda	bstme	werks	lgort	lvorm	labst
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1310	131B		0.000
FG233	FERT 233, PD, Repetitive Manuf.	20161116		1310	131A		0.000
SG29	SEM29,PD,QM	20161116		1310	131B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1310	131B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1310	131A		0.000
CH-4210	Canister, 10 LB	20161215		1710	10Q1		0.000
CH-1030	Mix Aromatic solvent	20161215		1710	10Q3		0.000
CH-1030	Mix Aromatic solvent	20161215		1710	10Q8		0.000
SP006	Spur gear IS651	20161116		1310	131B		0.000
SP005	Mechanical Seal	20161116		1310	131B		0.000
SP004	Gaskets 1mm	20161116		1310	131B		0.000
SP003	Shaft	20161116		1310	131B		0.000
SP002	Coupling	20161116		1310	131B		0.000
SP001	Bearing	20161116		1310	131B		0.000
RP001	Pallet	20151030		1310	131R		0.000
RP001	Pallet	20151030		1310	131A		0.000
SG23	Wheel	20151030		1310	131B		0.000
SG325B	SEMI325B	20151030		1310	131B		0.000
SG325A	SEMI325A	20151030		1310	131B		0.000
SG25	Brake Set	20151030		1310	131B		0.000
SG24	Pigment	20151030		1310	131B		0.000
SG22	Frame	20151030		1310	131B		0.000
SG224	SEMI224	20151030		1310	131B		0.000
SG21	Front Set	20151030		1310	131B		0.000
SG124	Handle	20151030		1310	131B		0.000
RM30	Calcium Carbonate	20151030		1310	131C		0.000
RM30	Calcium Carbonate	20151030		1310	131B		0.000
RM28	Bike Seat	20151030	ST	1310	131C		0.000
RM28	Bike Seat	20151030	ST	1310	131B		0.000
RM27	Chain Ring Set	20151030		1310	131C		0.000
RM27	Chain Ring Set	20151030		1310	131B		0.000
RM20	Crank Set	20151030		1310	131B		0.000
RM19	Mica	20151030		1310	131C		0.000
RM19	Mica	20151030		1310	131B		0.000
RM18	Seat metal tube	20151030		1310	131C		0.000
RM18	Seat metal tube	20151030		1310	131B		0.000
RM17	Down metal tube	20151030		1310	131C		0.000
RM17	Down metal tube	20151030		1310	131B		0.000
RM16	Top metal tube	20151030		1310	131C		0.000
RM16	Top metal tube	20151030		1310	131B		0.000
RM15	Filler	20151030		1310	131C		0.000
RM15	Filler	20151030		1310	131B		0.000
RM14	Rim with Spokes	20151030		1310	131C		0.000
RM14	Rim with Spokes	20151030		1310	131B		0.000
RM13	Tyre & Tube	20151030		1310	131C		0.000
RM13	Tyre & Tube	20151030		1310	131B		0.000
RM12	Shock Absorber	20151030		1310	131C		0.000
RM12	Shock Absorber	20151030		1310	131B		0.000
RM128	Chain	20151030		1310	131C		0.000
RM128	Chain	20151030		1310	131B		0.000
RM124	Head Tube	20151030		1310	131C		0.000
RM124	Head Tube	20151030		1310	131B		0.000
RM122	Seat	20151030		1310	131C		0.000
RM122	Seat	20151030		1310	131B		0.000
RM120	Pedal Set	20151030		1310	131C		0.000
RM120	Pedal Set	20151030		1310	131B		0.000
RM09	Talc	20151030		1310	131C		0.000
RM09	Talc	20151030		1310	131B		0.000
FG29	Bike Paint	20151030		1310	131R		0.000
FG29	Bike Paint	20151030		1310	131B		0.000
FG29	Bike Paint	20151030		1310	131A		0.000
FG226	Cross Racer 3.0	20151030		1310	131B		0.000
FG226	Cross Racer 3.0	20151030		1310	131A		0.000
FG126	Extreme 50	20151030		1310	131R		0.000
FG126	Extreme 50	20151030		1310	131B		0.000
FG126	Extreme 50	20151030		1310	131A		0.000
TKW_1015	Brake Caliper Assembly	20161214		1710	TKW3		0.000
TKW_1020	Standard Brake System	20161214		1710	TKW3		0.000
TKW_1010	Anti-lock Brake System	20161214		1710	TKW3		0.000
TKW_1017	Brake Pads	20161214	KAR	1710	TKW1		0.000
TKW_1016	Brake Caliper Housing	20161214	KAR	1710	TKW1		0.000
TKW_1012	Hub Bolt	20161214	KAR	1710	TKW1		0.000
TKW_1011	ABS Brake Controller	20161214	KAR	1710	TKW1		0.000
TKW_1008	Brake Fluid	20161214	GLL	1710	TKW1		0.000
TG0012	Urban New York	20151029		1310	131B		0.000
TG0012	Urban New York	20151029		1310	131A		0.000
TG0011	CityFit20	20151029		1310	131B		0.000
TG0011	CityFit20	20151029		1310	131A		0.000
TG22	Bike Mirrors	20151029		1310	131R		0.000
TG22	Bike Mirrors	20151029		1310	131A		0.000
TG21	LED Headlight	20151029		1310	131R		0.000
TG21	LED Headlight	20151029		1310	131A		0.000
TG20	Indicator	20151029		1310	131R		0.000
TG20	Indicator	20151029		1310	131A		0.000
TG14	Bottle Cages	20151029		1310	131A		0.000
TG13	Horns	20151029		1310	131A		0.000
TG12	Locks	20151029		1310	131R		0.000
TG12	Locks	20151029		1310	131A		0.000
TG11	Helmet	20151029		1310	131R		0.000
TG11	Helmet	20151029		1310	131A		0.000
TG10	Bike Tools	20151029		1310	131A		0.000
RM20	Crank Set	20151030		1310	131C		0.000
TKW_1006	Brake Screw	20161214	TH	1710	TKW1		0.000
CH-8814	Simatic S5: Commun. module CP-525	20161214		1710	10Q1		0.000
CH-8812	Simatic S5: Digit. Input 24VDC (115H)	20161214		1710	10Q1		0.000
CH-5100	BigBag, 0 LB	20161214		1710	10Q1		0.000
CH-6220	GranuSAP blue,500 LB	20161212		1710	10Q5		0.000
CH-4110	Bag, 25 LB	20161212		1710	10Q1		0.000
CH-6500	SAPalyst, 25 LB	20161212		1710	10Q5		0.000
CH-8811	Simatic S5: CPU 942H (115H)	20161213		1710	10Q1		0.000
CH-6200	GranuSAP blue, 25 LB	20161208		1710	10Q5		0.000
CH-8810	Simatic S5: Battery for PS952	20161213		1710	10Q1		0.000
CH-8809	Simatic S5: Power Supply PS951 (115H)	20161213		1710	10Q1		0.000
CH-8808	Component rack CR700-2	20161213		1710	10Q1		0.000
CH-8805	Spur gear IS651	20161213		1710	10Q1		0.000
CH-8804	Elco-clutch Gr.18	20161213		1710	10Q1		0.000
CH-1020	Additive BG99	20161207		1710	10Q2		0.000
CH-8803	Elco clutch Gr.10	20161213		1710	10Q1		0.000
CH-8802	Seal gearbox box gear rim	20161213		1710	10Q1		0.000
CH-8801	Gear rim M=20; Z=180	20161213		1710	10Q1		0.000
CH-9100	Catalyst (Grade B)	20161212		1710	10Q4		0.000
CH-7300	SAP Off Gas	20161212		1710	10Q6		0.000
CH-6400	GranuSAP, Raw granulate	20161212		1710	10Q5		0.000
CH-6230	GranuSAP blue, 1000 LB	20161212		1710	10Q5		0.000
CH-7200	SAP Arom. Solvent (Grade B)	20161212		1710	10Q3		0.000
CH-6100	SAPcolor blue, 1000 LB	20161212		1710	10Q5		0.000
CH-6010	Paint MagicBlue, 10 LB	20161212		1710	10Q5		0.000
CH-6000	SAPcolor blue, 10 LB	20161212		1710	10Q5		0.000
CH-7100	Solvent (Grade B)	20161212		1710	10Q2		0.000
CH-3200	GranuSAP, blue	20161212		1710	10Q3		0.000
CH-3000	Paint, blue	20161212		1710	10Q4		0.000
FG226	Cross Racer 3.0	20151030		3010	301B		0.000
CH-1450	Benzene	20161212		1710	10Q2		0.000
CH-1445	Pigment Green	20161212		1710	10Q2		0.000
CH-1420	Catalyst (Grade A)	20161212		1710	10Q2		0.000
CH-0100	GranuSAP blue, Sample	20161208		1710	10Q5		0.000
CH-6240	GranuSAP blue, 750 LB	20161208		1710	10Q5		0.000
CH-6600	SAP Arom. Solvent	20161212		1710	10Q4		0.000
CH-6030	Paint BlueStar, 10 LB	20161208		1710	10Q5		0.000
CH-6020	Paint BlueSky, 10 LB	20161208		1710	10Q5		0.000
CH-4140	Container, 750 LB	20161208		1710	10Q1		0.000
CH-4120	Container, 100 LB	20161208		1710	10Q1		0.000
CH-3100	Paint, yellow	20161207		1710	10Q4		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1210	121B		0.000
CH-6450	GranuSAP Green	20161212		1710	10Q5		0.000
FG233	FERT 233, PD, Repetitive Manuf.	20161116		1210	121A		0.000
CH-1100	Label GranuSAP	20161207		1710	10Q1		0.000
MZ-FG-E144	eBike E144	20161205		1710	171A		0.000
MZ-FG-E143	eBike E143	20161205		1710	171A		0.000
MZ-FG-E142	eBike E142	20161205		1710	171A		0.000
MZ-FG-E141	eBike E141	20161205		1710	171A		0.000
MZ-RM-E141-01	E141 Bike Frame	20161205		1710	171A		0.000
FG126	Extreme 50	20151030		1210	121A		0.000
ML_FG_012	Truck Variant 3	20161202		L40	L40A		0.000
ML_FG_011	Truck Variant 2	20161202		L40	L40A		0.000
ML_FG_010	Truck Variant 1	20161202		L40	L40A		0.000
ML_FG_007	Truck Variant 2	20161018		L40	L40A		0.000
ML_FG_006	Truck Variant 1	20161018		L40	L40A		0.000
ML_RM_339	Clamp(1)	20161202		L40	L40A		0.000
ML_RM_338	Hose	20161202		L40	L40A		0.000
ML_RM_337	Radiator	20161202		L40	L40A		0.000
ML_RM_336	clamp	20161202		L40	L40A		0.000
ML_RM_335	Hose	20161202		L40	L40A		0.000
ML_RM_334	Clamp	20161202		L40	L40A		0.000
ML_RM_333	Hose	20161202		L40	L40A		0.000
ML_RM_332	Clamp	20161202		L40	L40A		0.000
ML_RM_331	plug motor	20161202		L40	L40A		0.000
ML_RM_330	fan	20161202		L40	L40A		0.000
ML_RM_329	fan cover	20161202		L40	L40A		0.000
ML_RM_328	radiator fan cover	20161202		L40	L40A		0.000
ML_RM_327	CF4B44D-Z	20161202		L40	L40A		0.000
ML_RM_326	Transmission	20161202		L40	L40A		0.000
ML_RM_325	Model Chrome Letters	20161202		L40	L40A		0.000
ML_RM_324	Front Bumper Ex Plate	20161202		L40	L40A		0.000
ML_RM_323	Number Plate Body	20161202		L40	L40A		0.000
ML_RM_322	Number Plate Frame	20161202		L40	L40A		0.000
ML_RM_321	Warning Light Glass	20161202		L40	L40A		0.000
ML_RM_320	Warning Light Front	20161202		L40	L40A		0.000
ML_RM_319	Warning Light Front support	20161202		L40	L40A		0.000
ML_RM_318	Lanp Socket FB	20161202		L40	L40A		0.000
ML_RM_317	Ext Support Front Bumper Lower Base	20161202		L40	L40A		0.000
ML_RM_316	Cushion Front Foot Rest L + R L2	20161202		L40	L40A		0.000
ML_RM_315	Cushion Front Foot Rest L + R L1	20161202		L40	L40A		0.000
ML_RM_314	Side Bumper Railing	20161202		L40	L40A		0.000
ML_RM_313	Front Sensor Hole L + R	20161202		L40	L40A		0.000
ML_RM_312	Front Bumper Lower L Base	20161202		L40	L40A		0.000
ML_RM_311	Lower side indicator left	20161202		L40	L40A		0.000
ML_RM_310	Front Bumper Lower Left	20161202		L40	L40A		0.000
ML_RM_309	Outer Front Foot Rest Left	20161202		L40	L40A		0.000
ML_RM_308	Front Plate	20161202		L40	L40A		0.000
ML_RM_307	Front Bumper Foot Rest	20161202		L40	L40A		0.000
ML_RM_306	Front Bumper Railing	20161202		L40	L40A		0.000
ML_RM_305	Front Bumper Down	20161202		L40	L40A		0.000
ML_RM_304	Front Bumper Left	20161202		L40	L40A		0.000
ML_RM_303	Cork P2	20161202		L40	L40A		0.000
ML_RM_302	Flange P2	20161202		L40	L40A		0.000
ML_RM_301	Stopper	20161202		L40	L40A		0.000
ML_RM_300	Chassis Cover Main L + R	20161202		L40	L40A		0.000
ML_RM_299	P2 support Assembly	20161202		L40	L40A		0.000
ML_RM_298	Front Wheel Right	20161202		L40	L40A		0.000
ML_RM_297	Front Wheel Left Center Frame	20161202		L40	L40A		0.000
ML_RM_296	Front wheel support frame Right	20161202		L40	L40A		0.000
ML_RM_295	Front wheel support frame left	20161202		L40	L40A		0.000
ML_RM_294	Front Wheel Bolt Left	20161202		L40	L40A		0.000
ML_RM_293	Front Wheel Right Center Frame	20161202		L40	L40A		0.000
ML_RM_292	Front Wheel Frame Left	20161202		L40	L40A		0.000
ML_RM_291	Front Wheel Bolt Right	20161202		L40	L40A		0.000
ML_RM_290	Front Wheel Bolf Left	20161202		L40	L40A		0.000
ML_RM_289	Front Tyre Left	20161202		L40	L40A		0.000
ML_RM_288	Front Tyre Right	20161202		L40	L40A		0.000
ML_RM_287	Front Wheel Bolt Right	20161202		L40	L40A		0.000
ML_RM_286	Rear Wheel Left Outer Cover	20161202		L40	L40A		0.000
ML_RM_285	P2 Flange	20161202		L40	L40A		0.000
ML_RM_284	Oil can holder	20161202		L40	L40A		0.000
ML_RM_283	Tail Plate P2	20161202		L40	L40A		0.000
ML_RM_282	Tail Light White Blur	20161202		L40	L40A		0.000
ML_RM_275	C Holder Liner P2	20161202		L40	L40A		0.000
ML_RM_274	C Holder P2	20161202		L40	L40A		0.000
ML_RM_273	Frame P1	20161202		L40	L40A		0.000
ML_RM_272	Cab Slider	20161202		L40	L40A		0.000
ML_RM_271	P1 Box Wrap Belt Rear	20161202		L40	L40A		0.000
ML_RM_270	Strap Latch	20161202		L40	L40A		0.000
ML_RM_269	Fuel Tank Strap Rear	20161202		L40	L40A		0.000
ML_RM_268	Tank Lid	20161202		L40	L40A		0.000
ML_RM_267	Fuel Tank Wrap Support Rear	20161202		L40	L40A		0.000
ML_RM_266	Fuel Tank	20161202		L40	L40A		0.000
ML_RM_265	Fuel Tank L Support Front	20161202		L40	L40A		0.000
ML_RM_264	Fuel Tank Strap Front	20161202		L40	L40A		0.000
ML_RM_263	P1 Box Wrap Belt Front	20161202		L40	L40A		0.000
ML_RM_262	Rear Wheel Right Outer Cover	20161202		L40	L40A		0.000
ML_RM_261	Frame Sheet	20161202		L40	L40A		0.000
ML_RM_260	H Assembly P2	20161202		L40	L40A		0.000
ML_RM_259	H Assembly P1	20161202		L40	L40A		0.000
ML_RM_258	Chassis Plate Grill L Connector 2	20161202		L40	L40A		0.000
ML_RM_257	OL Can Frame L	20161202		L40	L40A		0.000
ML_RM_256	Frame Lining	20161202		L40	L40A		0.000
ML_RM_255	Box Grill Connector P1	20161202		L40	L40A		0.000
ML_RM_254	P1 Box	20161202		L40	L40A		0.000
ML_RM_253	Chassis Plastic Grill P1	20161202		L40	L40A		0.000
ML_RM_252	Chassis Plate Grill L Connector 1	20161202		L40	L40A		0.000
ML_RM_251	Rear Wheel Outer Frame	20161202		L40	L40A		0.000
ML_RM_250	Chassis P1 Circulare Frame	20161202		L40	L40A		0.000
ML_RM_249	Chassis Base P2 Screws	20161202		L40	L40A		0.000
ML_RM_248	CF Screws P1	20161202		L40	L40A		0.000
ML_RM_247	Chassis Base P1 Screws	20161202		L40	L40A		0.000
ML_RM_246	Chassis Plate P1	20161202		L40	L40A		0.000
ML_RM_245	Rear Wheel Mount Right	20161202		L40	L40A		0.000
ML_RM_244	Rear Wheel Mount Left	20161202		L40	L40A		0.000
ML_RM_243	Rear Tyre Frame Left	20161202		L40	L40A		0.000
ML_RM_242	Rear Tyre Frame Right	20161202		L40	L40A		0.000
ML_RM_241	Trailer Connector Base Plate	20161202		L40	L40A		0.000
ML_RM_240	Rear Tyre Left	20161202		L40	L40A		0.000
ML_RM_239	Rear Tyre Right	20161202		L40	L40A		0.000
ML_RM_238	Rear Wheel Flyer	20161202		L40	L40A		0.000
ML_RM_237	Chassis Grill P1	20161202		L40	L40A		0.000
ML_RM_236	Chassis Junction	20161202		L40	L40A		0.000
ML_RM_235	Rear Wheel Frame Pin	20161202		L40	L40A		0.000
ML_RM_234	Chassis Rear Wheel Frame	20161202		L40	L40A		0.000
ML_RM_233	Trailer Connector Rear Railing	20161202		L40	L40A		0.000
ML_RM_232	Trailer Connector	20161202		L40	L40A		0.000
ML_RM_231	SF Support Glass Left	20161202		L40	L40A		0.000
ML_RM_230	Chassis SF Glass Line Left	20161202		L40	L40A		0.000
ML_RM_229	Chassis SF Glass Cover Left	20161202		L40	L40A		0.000
ML_RM_228	Chassis SF Glass Left	20161202		L40	L40A		0.000
ML_RM_227	Latch	20161202		L40	L40A		0.000
ML_RM_226	Compressor	20161202		L40	L40A		0.000
ML_RM_225	Chassis Frame	20161202		L40	L40A		0.000
ML_RM_224	Seat	20161202		L40	L40A		0.000
ML_RM_223	Cabin Frame Front side cover rear	20161202		L40	L40A		0.000
ML_RM_222	Cabin Frame Front side cover	20161202		L40	L40A		0.000
ML_RM_221	Cabin Rear Plastic Cover	20161202		L40	L40A		0.000
ML_RM_220	Cabin Frame Lock hole Rim L + R	20161202		L40	L40A		0.000
ML_RM_219	Side Frame Support Extension	20161202		L40	L40A		0.000
ML_RM_218	Door Lock	20161202		L40	L40A		0.000
ML_RM_217	Door Lock Key Holder	20161202		L40	L40A		0.000
ML_RM_216	Door Handle L + R	20161202		L40	L40A		0.000
ML_RM_215	Lower Rear Cab Cover	20161202		L40	L40A		0.000
ML_RM_214	Cabin Wheel Cover	20161202		L40	L40A		0.000
ML_RM_213	Cabin Frame lower cover	20161202		L40	L40A		0.000
ML_RM_212	Railing Cup	20161202		L40	L40A		0.000
ML_RM_211	Head Light Centre Frame	20161202		L40	L40A		0.000
ML_RM_210	Indicator Railing L + R	20161202		L40	L40A		0.000
ML_RM_209	Open Latch Frame	20161202		L40	L40A		0.000
ML_RM_208	Head Light Outer Frame	20161202		L40	L40A		0.000
ML_RM_207	Front Lower Bumper Railing	20161202		L40	L40A		0.000
ML_RM_206	Cabin Centre Latch L + R	20161202		L40	L40A		0.000
ML_RM_205	Front Lower Bumper	20161202		L40	L40A		0.000
ML_RM_204	Cabin Side Indicator Light L + R	20161202		L40	L40A		0.000
ML_RM_203	Cabin Side Indicator Conver	20161202		L40	L40A		0.000
ML_RM_202	Cabin Side Latch Extension	20161202		L40	L40A		0.000
ML_RM_201	Cabin Side Indicator Light L + R	20161202		L40	L40A		0.000
ML_RM_200	Lower Frame Extension L + R	20161202		L40	L40A		0.000
ML_RM_199	Front Lower Frame	20161202		L40	L40A		0.000
ML_RM_198	Indicator Screw	20161202		L40	L40A		0.000
ML_RM_197	Indicator Clamp L + R	20161202		L40	L40A		0.000
ML_RM_196	Indicator Inside Reflector L + R	20161202		L40	L40A		0.000
ML_RM_195	Indicator Side Chrome L + R	20161202		L40	L40A		0.000
ML_RM_194	Indicator Outer Chrome L + R	20161202		L40	L40A		0.000
ML_RM_193	Indicator Inner Chrome L + R	20161202		L40	L40A		0.000
ML_RM_192	Indicator Light Focus L + R	20161202		L40	L40A		0.000
ML_RM_191	Indicator Side Chrome L + R	20161202		L40	L40A		0.000
ML_RM_190	Grill Cab Latch	20161202		L40	L40A		0.000
ML_RM_189	Indicator Light L + R	20161202		L40	L40A		0.000
ML_RM_188	Indicator OF Chrome L + R	20161202		L40	L40A		0.000
ML_RM_187	Grill Front Line	20161202		L40	L40A		0.000
ML_RM_186	Indicator OF Slide L + R	20161202		L40	L40A		0.000
ML_RM_185	Indicator OF L + R	20161202		L40	L40A		0.000
ML_RM_184	Indicator Front Outer Cover L + R	20161202		L40	L40A		0.000
ML_RM_183	Indicator Side Outer Cover L + R	20161202		L40	L40A		0.000
ML_RM_182	Extender	20161202		L40	L40A		0.000
ML_RM_181	Model Plate Chrome	20161202		L40	L40A		0.000
ML_RM_180	Model Plate	20161202		L40	L40A		0.000
ML_RM_179	Side Grill Support L + R	20161202		L40	L40A		0.000
ML_RM_178	Front Grill	20161202		L40	L40A		0.000
ML_RM_177	Windshield Holder L + R	20161202		L40	L40A		0.000
ML_RM_176	Grill Front Cover	20161202		L40	L40A		0.000
ML_RM_175	Cabin Side Latch Extension	20161202		L40	L40A		0.000
ML_RM_174	Windshield Support Frame	20161202		L40	L40A		0.000
ML_RM_173	Open Latch Windshield L + R	20161202		L40	L40A		0.000
ML_RM_172	Grill Frame L + R	20161202		L40	L40A		0.000
ML_RM_171	Grill Flyers L + R	20161202		L40	L40A		0.000
ML_RM_170	Side Grill L + R	20161202		L40	L40A		0.000
ML_RM_169	Front Side Grill L + R	20161202		L40	L40A		0.000
ML_RM_168	Door Railing L + R	20161202		L40	L40A		0.000
ML_RM_167	Door Glass Railing	20161202		L40	L40A		0.000
ML_RM_166	Door Cover L + R	20161202		L40	L40A		0.000
ML_RM_165	Railing Cushion	20161202		L40	L40A		0.000
ML_RM_164	Front Warning Latch Cover L + R	20161202		L40	L40A		0.000
ML_RM_163	Front Warning Latch L + R	20161202		L40	L40A		0.000
ML_RM_162	Cushion Windshield	20161202		L40	L40A		0.000
ML_RM_161	Cabin Mirror RHS	20161202		L40	L40A		0.000
ML_RM_160	Chrome Sheet Windshield	20161202		L40	L40A		0.000
ML_RM_159	Windshield Glass	20161202		L40	L40A		0.000
ML_RM_158	Windshield Base Support	20161202		L40	L40A		0.000
ML_RM_157	Door Glass L + R	20161202		L40	L40A		0.000
ML_RM_156	Door Glass Railing Support	20161202		L40	L40A		0.000
ML_RM_155	Door Glass Fixed Rail	20161202		L40	L40A		0.000
ML_RM_154	Door Frame Cushion L + R	20161202		L40	L40A		0.000
ML_RM_153	Cabin Entry Holder	20161202		L40	L40A		0.000
ML_RM_152	Cabin Shield Door L + R	20161202		L40	L40A		0.000
ML_RM_151	Rear Floor Sheet	20161202		L40	L40A		0.000
ML_RM_150	Latch L + R	20161202		L40	L40A		0.000
ML_RM_149	Interior Floor Rear	20161202		L40	L40A		0.000
ML_RM_148	Cabin Rear Wall	20161202		L40	L40A		0.000
ML_RM_147	Suction Hose	20161202		L40	L40A		0.000
ML_RM_146	Suction Tube Support Clamp	20161202		L40	L40A		0.000
ML_RM_145	Suction Tube Drill	20161202		L40	L40A		0.000
ML_RM_144	Suction Tube	20161202		L40	L40A		0.000
ML_RM_143	Compressed Tube Connector	20161202		L40	L40A		0.000
ML_RM_142	Compressed Tube	20161202		L40	L40A		0.000
ML_RM_141	Knob	20161202		L40	L40A		0.000
ML_RM_140	Roof Centre Railing L + R	20161202		L40	L40A		0.000
ML_RM_139	Centre Roof	20161202		L40	L40A		0.000
ML_RM_138	Front Roof Railing	20161202		L40	L40A		0.000
ML_RM_137	Centre Hanger Cover	20161202		L40	L40A		0.000
ML_RM_136	Centre Hanger	20161202		L40	L40A		0.000
ML_RM_135	Flood Light Bracket	20161202		L40	L40A		0.000
ML_RM_134	Flood Lights	20161202		L40	L40A		0.000
ML_RM_133	Flood Light Outer Frame	20161202		L40	L40A		0.000
ML_RM_132	Flood Lights Glass Support	20161202		L40	L40A		0.000
ML_RM_131	Flood Lights Glass	20161202		L40	L40A		0.000
ML_RM_130	Flood Light Holder	20161202		L40	L40A		0.000
ML_RM_129	Cabin Interior Rood	20161202		L40	L40A		0.000
ML_RM_128	Roof Holder	20161202		L40	L40A		0.000
ML_RM_127	Frame Support Bolt	20161202		L40	L40A		0.000
ML_RM_126	Windshield Support Frame	20161202		L40	L40A		0.000
ML_RM_125	Vertial Front Holder	20161202		L40	L40A		0.000
ML_RM_124	Tail Extension Vestibul Cushion Pad L +	20161202		L40	L40A		0.000
ML_RM_123	Tail Extension Vestibul L + R	20161202		L40	L40A		0.000
ML_RM_122	Tail Extension L + R	20161202		L40	L40A		0.000
ML_RM_121	Vertical Side Pane L + R	20161202		L40	L40A		0.000
ML_RM_120	Latch Sun Roof	20161202		L40	L40A		0.000
ML_RM_119	Sun Roof Bracket	20161202		L40	L40A		0.000
ML_RM_118	Sun Roof Glass	20161202		L40	L40A		0.000
ML_RM_117	Knob Sun Roof	20161202		L40	L40A		0.000
ML_RM_116	Arial Antenna Front	20161202		L40	L40A		0.000
ML_RM_115	Arial Antenna L + R	20161202		L40	L40A		0.000
ML_RM_114	Cab Main Frame	20161202		L40	L40A		0.000
ML_RM_113	Interior Rear Pane	20161202		L40	L40A		0.000
ML_RM_112	Door Interior Side Pane L + R	20161202		L40	L40A		0.000
ML_RM_111	Body Side Pane L + R	20161202		L40	L40A		0.000
ML_RM_110	Roof Side Pane L + R	20161202		L40	L40A		0.000
ML_RM_109	Arm lwr	20161202		L40	L40A		0.000
ML_RM_108	Base Upr	20161202		L40	L40A		0.000
ML_RM_107	Mirror Upr	20161202		L40	L40A		0.000
ML_RM_106	Trim	20161202		L40	L40A		0.000
ML_RM_105	Mirror Lwr	20161202		L40	L40A		0.000
ML_RM_104	Base Lwr	20161202		L40	L40A		0.000
ML_RM_103	Arm Upr	20161202		L40	L40A		0.000
ML_RM_102	Body Lwr	20161202		L40	L40A		0.000
ML_RM_101	Body	20161202		L40	L40A		0.000
ML_RM_100	Arm lwr	20161202		L40	L40A		0.000
ML_RM_099	Base Upr	20161202		L40	L40A		0.000
ML_RM_098	Mirror Upr	20161202		L40	L40A		0.000
ML_RM_097	Trim	20161202		L40	L40A		0.000
ML_RM_096	Mirror Lwr	20161202		L40	L40A		0.000
ML_RM_095	Base Lwr	20161202		L40	L40A		0.000
ML_RM_094	Arm Upr	20161202		L40	L40A		0.000
ML_RM_093	Body Lwr	20161202		L40	L40A		0.000
ML_RM_092	Body	20161202		L40	L40A		0.000
ML_RM_091	Hose	20161202		L40	L40A		0.000
ML_RM_090	Arm Base	20161202		L40	L40A		0.000
ML_RM_089	Short Arm	20161202		L40	L40A		0.000
ML_RM_088	Arm Base	20161202		L40	L40A		0.000
ML_RM_087	Blade Arm	20161202		L40	L40A		0.000
ML_RM_086	Wiper Blade	20161202		L40	L40A		0.000
ML_RM_085	Hose	20161202		L40	L40A		0.000
ML_RM_084	Base	20161202		L40	L40A		0.000
ML_RM_083	Short Arm	20161202		L40	L40A		0.000
ML_RM_082	Arm Base	20161202		L40	L40A		0.000
ML_RM_081	Blade Arm	20161202		L40	L40A		0.000
ML_RM_080	Wiper Blade	20161202		L40	L40A		0.000
ML_RM_281	Tail Light White Cover	20161202		L40	L40A		0.000
ML_RM_280	Tail Light Yellow Cover	20161202		L40	L40A		0.000
ML_RM_279	Tail Light Fix	20161202		L40	L40A		0.000
ML_RM_278	B Flange P2	20161202		L40	L40A		0.000
MZ-FG-E101	eBike E101	20160531		1710	171A		0.000
ML_FG_004	Electric Passenger Car	20161006		L40	L40A		0.000
ML_FG_003	Hybrid Passenger Car	20161006		L40	L40A		0.000
ML_FG_002	Diesel Passenger Car	20161006		L40	L40A		0.000
ML_FG_001	Petrol Passenger Car	20161006		L40	L40A		0.000
ML_FG_0001	Passenger Car	20161006		L40	L40A		0.000
ML_SG_041	Radiator	20161201		L40	L40A		0.000
ML_SG_040	Radiator Asm	20161201		L40	L40A		0.000
ML_SG_039	Engines	20161201		L40	L40A		0.000
ML_SG_028	Engine and Transmission	20161201		L40	L40A		0.000
ML_SG_027	Front Bumper	20161201		L40	L40A		0.000
ML_SG_038	Chassis Cover L + R	20161201		L40	L40A		0.000
ML_SG_026	Chassis	20161201		L40	L40A		0.000
ML_SG_033	Interior	20161201		L40	L40A		0.000
ML_SG_032	Body	20161201		L40	L40A		0.000
ML_SG_031	Rear View Mirror ASM LT	20161201		L40	L40A		0.000
ML_SG_030	Rear View Mirror ASM RT	20161201		L40	L40A		0.000
ML_SG_037	Arm	20161201		L40	L40A		0.000
SG233	SEMI233,PD,KANBAN, REM	20161116		1710	171B		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1710	171C		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1710	171B		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1710	171C		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1710	171B		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1710	171E		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1710	171B		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1710	171C		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1710	171B		0.000
FG233	FERT 233, PD, Repetitive Manuf.	20161116		1710	171A		0.000
SG29	SEM29,PD,QM	20161116		1710	171B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1710	171B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1710	171A		0.000
